date,entity_name,entity_type,cds_5y_bps,bond_spread_bps,bond_yield_10y,equity_return_1d,equity_return_5d,equity_vol_30d,currency_return_1m,market_flag_news
2025-12-08,ABN AMRO,Bank,57.78,62.74,4.0562,-0.008978,-0.005147,20.1233,-0.009783,0
2025-12-09,ABN AMRO,Bank,63.58,63.75,4.1287,0.009432,0.007078,19.6321,0.010848,0
2025-12-10,ABN AMRO,Bank,62.07,67.1,4.0779,0.021589,0.007371,18.3174,-0.001113,0
2025-12-11,ABN AMRO,Bank,63.16,66.09,4.0973,-0.005328,0.012398,17.8592,-0.015887,0
2025-12-12,ABN AMRO,Bank,61.14,63.84,4.0471,-0.002679,0.013799,17.818,0.003857,0
2025-12-15,ABN AMRO,Bank,63.49,66.17,4.0985,0.002292,0.025328,17.0567,-0.000847,0
2025-12-16,ABN AMRO,Bank,66.43,67.32,4.0997,-0.012135,0.003421,17.5477,-0.00653,0
2025-12-17,ABN AMRO,Bank,64.76,66.66,4.0553,-0.017028,-0.034509,18.2975,0.002108,0
2025-12-18,ABN AMRO,Bank,59.55,64.84,4.0742,-0.009441,-0.038502,18.556,-0.002378,0
2025-12-19,ABN AMRO,Bank,61.27,67.12,4.1116,-0.015195,-0.050568,19.0455,0.011635,0
2025-12-22,ABN AMRO,Bank,65.08,66.37,4.0228,-0.019098,-0.07083,19.146,-0.002494,0
2025-12-23,ABN AMRO,Bank,61.64,65.86,4.0071,0.009789,-0.050209,19.0595,0.010699,0
2025-12-24,ABN AMRO,Bank,66.16,66.04,3.9286,0.006686,-0.027296,19.095,0.010484,0
2025-12-25,ABN AMRO,Bank,65.91,67.7,3.9523,-0.014446,-0.03221,19.0601,0.016611,0
2025-12-26,ABN AMRO,Bank,64.42,69.61,3.92,-0.002797,-0.020026,18.5371,-0.010448,0
2025-12-29,ABN AMRO,Bank,69.85,68.09,3.9278,0.019781,0.018816,19.1885,0.004842,0
2025-12-30,ABN AMRO,Bank,72.09,68.25,4.0452,-0.013946,-0.00513,18.8352,-0.017106,0
2025-12-31,ABN AMRO,Bank,70.61,64.71,4.0133,0.009442,-0.002407,19.065,-0.004228,0
2025-08-28,Commerzbank,Bank,99.14,93.19,4.7798,-0.003093,,30.0,0.008942,0
2025-08-29,Commerzbank,Bank,96.98,92.67,4.7195,0.020532,,30.0,-0.00085,0
2025-09-01,Commerzbank,Bank,103.42,93.01,4.7523,-0.003394,,30.0,0.002972,0
2025-09-02,Commerzbank,Bank,108.35,93.63,4.6662,-0.017686,,30.0,0.018115,0
2025-09-03,Commerzbank,Bank,107.94,93.63,4.5775,-0.021776,,30.0,-0.010969,0
2025-09-04,Commerzbank,Bank,110.11,93.04,4.6172,-0.004419,-0.026995,30.0,-0.003684,0
2025-09-05,Commerzbank,Bank,113.31,93.01,4.6195,-0.004719,-0.05107,30.0,0.006845,0
2025-09-08,Commerzbank,Bank,111.48,95.56,4.6674,-0.030334,-0.076722,30.0,-0.006978,0
2025-09-09,Commerzbank,Bank,110.41,98.72,4.729,0.030016,-0.031887,30.0,-0.002821,0
2025-09-10,Commerzbank,Bank,113.68,99.04,4.6608,-0.038893,-0.048826,30.0,-0.017612,0
2025-09-11,Commerzbank,Bank,110.36,100.41,4.6458,-0.024359,-0.067877,30.0,0.004417,0
2025-09-12,Commerzbank,Bank,105.64,104.23,4.5528,-0.008566,-0.071479,30.0,-0.00404,0
2025-09-15,Commerzbank,Bank,99.57,99.76,4.5527,-0.009973,-0.051982,30.0,0.01992,0
2025-09-16,Commerzbank,Bank,105.19,97.99,4.5238,0.000163,-0.079459,30.0,-0.011265,0
2025-09-17,Commerzbank,Bank,104.51,96.63,4.5415,-0.013887,-0.055508,30.0,-0.01152,1
2025-09-18,Commerzbank,Bank,104.71,95.22,4.56,-0.030464,-0.061419,30.0,0.010603,0
2025-09-19,Commerzbank,Bank,102.84,94.45,4.5345,-0.010379,-0.063135,30.0,0.018711,0
2025-09-22,Commerzbank,Bank,100.25,94.35,4.5222,0.008679,-0.045484,30.0,0.001013,0
2025-09-23,Commerzbank,Bank,107.93,91.89,4.4774,-0.013966,-0.058968,30.0,0.000321,0
2025-09-24,Commerzbank,Bank,102.45,90.14,4.4777,0.016367,-0.030096,30.0,0.006213,0
2025-09-25,Commerzbank,Bank,99.95,94.4,4.555,0.005152,0.005534,30.0,-0.000115,0
2025-09-26,Commerzbank,Bank,103.15,92.43,4.5834,0.019027,0.035413,30.0,-0.00302,0
2025-09-29,Commerzbank,Bank,99.04,91.35,4.5295,-0.016686,0.009375,30.0,0.00551,0
2025-09-30,Commerzbank,Bank,96.99,86.37,4.4942,-0.000598,0.02306,30.0,0.002102,0
2025-10-01,Commerzbank,Bank,97.78,84.89,4.4352,0.034422,0.041234,30.0,-0.006333,0
2025-10-02,Commerzbank,Bank,97.7,82.71,4.4358,0.00466,0.040724,30.0,-0.00839,0
2025-10-03,Commerzbank,Bank,95.79,82.06,4.407,-0.020973,-0.000128,30.0,-0.000413,1
2025-10-06,Commerzbank,Bank,91.68,83.13,4.4887,0.011112,0.028138,30.0,0.005959,0
2025-10-07,Commerzbank,Bank,88.7,82.83,4.4543,-0.01653,0.011747,30.0,-0.021098,0
2025-10-08,Commerzbank,Bank,93.39,84.8,4.4254,-0.016734,-0.038288,27.9562,-0.004067,0
2025-10-09,Commerzbank,Bank,97.02,82.44,4.3818,0.048689,0.003859,31.9059,0.017509,0
2025-10-10,Commerzbank,Bank,97.18,84.39,4.394,-0.009079,0.016055,31.1375,0.017142,0
2025-10-13,Commerzbank,Bank,97.48,82.38,4.3913,-0.020009,-0.015219,31.4462,-0.007824,0
2025-10-14,Commerzbank,Bank,100.27,82.27,4.4373,-0.004429,-0.003101,31.2251,-0.003178,0
2025-10-15,Commerzbank,Bank,99.07,84.74,4.4893,0.018448,0.032569,31.471,-0.017942,0
2025-10-16,Commerzbank,Bank,102.46,83.75,4.4796,0.019386,0.003717,32.1227,-0.013316,0
2025-10-17,Commerzbank,Bank,98.05,82.77,4.4397,-0.032853,-0.020365,33.2673,0.000945,0
2025-10-20,Commerzbank,Bank,103.66,83.24,4.416,0.014852,0.014484,32.6832,0.001543,1
2025-10-21,Commerzbank,Bank,106.93,84.16,4.436,-0.006166,0.012714,31.3115,0.001951,0
2025-10-22,Commerzbank,Bank,108.29,83.54,4.4348,-0.003235,-0.008847,29.4847,0.019547,0
2025-10-23,Commerzbank,Bank,113.72,86.39,4.4888,0.000762,-0.026955,28.7392,0.00321,1
2025-10-24,Commerzbank,Bank,116.14,85.12,4.5571,0.036944,0.043267,30.6103,0.008527,0
2025-10-27,Commerzbank,Bank,114.6,84.04,4.507,-0.010189,0.017525,30.6165,-0.014024,1
2025-10-28,Commerzbank,Bank,120.24,86.53,4.4838,0.021339,0.045686,31.191,0.009392,0
2025-10-29,Commerzbank,Bank,117.43,86.16,4.5146,-0.009667,0.038938,31.0432,-5.1e-05,1
2025-10-30,Commerzbank,Bank,117.86,85.55,4.481,-0.013897,0.02372,29.961,0.001389,0
2025-10-31,Commerzbank,Bank,119.21,85.38,4.5093,0.014983,0.002038,29.9656,0.016079,0
2025-11-03,Commerzbank,Bank,122.41,87.57,4.5927,0.008574,0.021033,29.9638,0.003255,0
2025-11-04,Commerzbank,Bank,121.28,85.92,4.6443,0.001343,0.001043,29.5654,0.020487,0
2025-11-05,Commerzbank,Bank,115.39,86.45,4.6271,-0.005976,0.004774,29.4126,0.003181,0
2025-11-06,Commerzbank,Bank,111.25,87.43,4.5725,-0.009752,0.008998,29.6024,0.005009,0
2025-11-07,Commerzbank,Bank,107.84,86.13,4.5823,-0.004294,-0.010164,29.214,0.008639,0
2025-11-10,Commerzbank,Bank,100.69,84.74,4.6129,-0.007522,-0.025961,28.8587,0.004608,0
2025-11-11,Commerzbank,Bank,96.19,81.06,4.6437,0.021435,-0.006417,29.4049,-0.013685,0
2025-11-12,Commerzbank,Bank,99.63,82.26,4.6494,-0.032319,-0.032748,29.4095,-0.002704,0
2025-11-13,Commerzbank,Bank,99.67,84.77,4.7186,0.009479,-0.013964,29.506,0.016087,0
2025-11-14,Commerzbank,Bank,100.49,83.15,4.7032,-0.003589,-0.013266,28.8709,0.016056,0
2025-11-17,Commerzbank,Bank,94.32,85.41,4.7569,0.022534,0.016616,29.3955,-0.007717,0
2025-11-18,Commerzbank,Bank,97.11,90.14,4.7792,-0.002657,-0.007363,28.9598,0.003429,0
2025-11-19,Commerzbank,Bank,101.09,88.88,4.7349,-0.035129,-0.010246,30.375,-0.002154,0
2025-11-20,Commerzbank,Bank,101.29,90.96,4.7159,0.031995,0.01183,28.4839,-0.014605,0
2025-11-21,Commerzbank,Bank,104.9,90.87,4.8248,-0.031111,-0.016119,29.7615,0.006197,0
2025-11-24,Commerzbank,Bank,104.09,90.63,4.8289,-0.005328,-0.042927,29.2366,0.006332,0
2025-11-25,Commerzbank,Bank,102.83,91.1,4.7516,0.021023,-0.020203,29.7973,-0.02013,0
2025-11-26,Commerzbank,Bank,106.73,88.98,4.7941,-0.00789,0.007457,29.4434,0.017532,0
2025-11-27,Commerzbank,Bank,105.4,90.19,4.8219,-0.008486,-0.032061,28.9776,-0.003779,0
2025-11-28,Commerzbank,Bank,103.79,90.18,4.8756,-0.036251,-0.037196,29.3073,0.000231,0
2025-12-01,Commerzbank,Bank,105.58,89.0,4.8779,0.013985,-0.018502,29.2691,-0.017732,0
2025-12-02,Commerzbank,Bank,104.23,90.3,4.8518,-0.01125,-0.049525,29.3806,-0.00528,0
2025-12-03,Commerzbank,Bank,108.18,86.66,4.8422,-0.009177,-0.050758,29.4649,5.4e-05,0
2025-12-04,Commerzbank,Bank,108.8,87.95,4.8658,-0.049815,-0.090324,32.5279,0.013664,0
2025-12-05,Commerzbank,Bank,106.24,89.89,4.9031,-0.011114,-0.066598,30.3796,-0.011015,0
2025-12-08,Commerzbank,Bank,109.53,88.25,4.8689,-0.007317,-0.086208,30.3464,0.002722,0
2025-12-09,Commerzbank,Bank,108.99,85.82,4.9484,-0.000117,-0.075919,29.4117,-0.007815,0
2025-12-10,Commerzbank,Bank,111.89,86.21,4.9291,-0.004363,-0.071429,29.3835,-0.001684,0
2025-12-11,Commerzbank,Bank,113.21,85.12,4.9715,-0.012916,-0.035369,29.36,0.004146,0
2025-12-12,Commerzbank,Bank,113.59,84.7,5.0007,-0.017294,-0.041398,28.9494,0.00043,0
2025-12-15,Commerzbank,Bank,115.07,80.87,4.983,0.046156,0.01024,32.3336,-0.005746,0
2025-12-16,Commerzbank,Bank,114.17,83.43,5.0129,0.005929,0.016349,32.4337,0.004502,0
2025-12-17,Commerzbank,Bank,113.25,87.15,5.0433,0.002975,0.023839,32.5045,0.016735,0
2025-12-18,Commerzbank,Bank,113.53,90.63,4.9924,0.022122,0.060181,33.3228,0.023674,0
2025-12-19,Commerzbank,Bank,111.82,94.64,4.9958,-0.033154,0.04307,34.3897,-0.01087,0
2025-12-22,Commerzbank,Bank,114.65,89.13,4.9877,0.059219,0.056094,38.8365,-0.00012,0
2025-12-23,Commerzbank,Bank,110.66,92.93,5.0308,0.015582,0.066229,38.5737,-0.001942,0
2025-12-24,Commerzbank,Bank,108.34,95.87,5.0205,0.005545,0.068961,37.5931,-0.009331,0
2025-12-25,Commerzbank,Bank,105.03,95.22,5.0064,-0.011431,0.033871,37.5751,-0.006948,0
2025-12-26,Commerzbank,Bank,104.53,95.1,4.9297,-0.027502,0.039916,38.2866,0.003363,0
2025-12-29,Commerzbank,Bank,102.19,97.24,4.9672,0.008553,-0.009826,37.7216,0.004012,0
2025-12-30,Commerzbank,Bank,104.34,101.41,4.9639,0.012563,-0.01277,37.9807,-0.005844,0
2025-12-31,Commerzbank,Bank,111.58,100.94,4.9314,0.019564,0.000993,37.2198,0.006528,0
2025-08-28,Monte dei Paschi,Bank,308.83,260.65,7.2349,0.073661,,48.0,0.00905,0
2025-08-29,Monte dei Paschi,Bank,305.9,253.99,7.2322,0.051298,,48.0,-0.003302,1
2025-09-01,Monte dei Paschi,Bank,304.79,248.53,7.2758,0.03273,,48.0,0.008634,0
2025-09-02,Monte dei Paschi,Bank,303.68,245.46,7.2367,-0.039779,,48.0,0.007039,0
2025-09-03,Monte dei Paschi,Bank,294.03,241.72,7.2313,-0.032158,,48.0,0.010216,0
2025-09-04,Monte dei Paschi,Bank,304.14,236.54,7.1924,-0.030173,-0.021452,48.0,-0.011169,0
2025-09-05,Monte dei Paschi,Bank,314.33,233.27,7.1756,0.001404,-0.067894,48.0,0.006353,0
2025-09-08,Monte dei Paschi,Bank,311.94,237.62,7.2039,-0.010703,-0.107095,48.0,0.012155,0
2025-09-09,Monte dei Paschi,Bank,324.5,252.49,7.193,-0.013728,-0.08287,48.0,0.00018,0
2025-09-10,Monte dei Paschi,Bank,332.34,258.49,7.1566,-0.038842,-0.089203,48.0,-0.008183,0
2025-09-11,Monte dei Paschi,Bank,337.14,245.48,7.2146,-0.038108,-0.096655,48.0,0.003061,0
2025-09-12,Monte dei Paschi,Bank,332.59,241.8,7.2412,0.018318,-0.081397,48.0,0.009431,0
2025-09-15,Monte dei Paschi,Bank,323.68,252.02,7.3204,-0.01314,-0.08366,48.0,0.004643,1
2025-09-16,Monte dei Paschi,Bank,326.67,256.27,7.3363,0.025876,-0.046863,48.0,-0.003421,1
2025-09-17,Monte dei Paschi,Bank,328.93,259.63,7.3448,0.059793,0.050948,48.0,-0.013078,0
2025-09-18,Monte dei Paschi,Bank,323.9,268.92,7.3505,0.042853,0.139405,48.0,0.004078,1
2025-09-19,Monte dei Paschi,Bank,328.56,261.6,7.3773,-0.05156,0.061217,48.0,0.010522,0
2025-09-22,Monte dei Paschi,Bank,327.18,276.74,7.3068,-0.043377,0.028702,48.0,0.014344,0
2025-09-23,Monte dei Paschi,Bank,321.57,276.08,7.235,0.016621,0.019421,48.0,-0.01424,0
2025-09-24,Monte dei Paschi,Bank,315.77,267.05,7.2362,-0.013337,-0.050922,48.0,0.002939,1
2025-09-25,Monte dei Paschi,Bank,302.28,271.16,7.2399,0.024133,-0.067959,48.0,0.005662,0
2025-09-26,Monte dei Paschi,Bank,300.48,269.29,7.2866,-0.013549,-0.030605,48.0,0.004753,0
2025-09-29,Monte dei Paschi,Bank,291.78,262.01,7.262,-0.04046,-0.027649,48.0,-0.009669,0
2025-09-30,Monte dei Paschi,Bank,300.06,255.56,7.2763,-0.012441,-0.055445,48.0,0.006213,0
2025-10-01,Monte dei Paschi,Bank,290.03,301.24,7.331,-0.001412,-0.044029,48.0,-0.022456,0
2025-10-02,Monte dei Paschi,Bank,291.19,297.73,7.3428,-0.010594,-0.076445,48.0,0.006225,0
2025-10-03,Monte dei Paschi,Bank,296.9,284.84,7.3437,-0.102506,-0.15973,48.0,0.004919,0
2025-10-06,Monte dei Paschi,Bank,288.34,287.82,7.3402,0.05248,-0.078342,48.0,0.001218,0
2025-10-07,Monte dei Paschi,Bank,283.37,270.55,7.3081,-0.014788,-0.080533,48.0,-0.008019,0
2025-10-08,Monte dei Paschi,Bank,283.88,269.36,7.2536,-0.071634,-0.145191,63.1967,0.0067,0
2025-10-09,Monte dei Paschi,Bank,285.19,272.18,7.2942,-0.011897,-0.146317,58.6252,0.020267,0
2025-10-10,Monte dei Paschi,Bank,311.61,268.22,7.2512,-0.061662,-0.107467,57.6475,-0.003823,0
2025-10-13,Monte dei Paschi,Bank,310.02,264.59,7.3068,0.040089,-0.117975,58.1742,0.000119,0
2025-10-14,Monte dei Paschi,Bank,301.17,266.88,7.3835,0.035198,-0.073225,59.1692,-0.015256,0
2025-10-15,Monte dei Paschi,Bank,297.65,274.74,7.3779,-0.015579,-0.017266,58.8426,0.009724,1
2025-10-16,Monte dei Paschi,Bank,303.51,276.75,7.309,-0.01521,-0.020561,58.5604,0.004886,0
2025-10-17,Monte dei Paschi,Bank,302.98,286.33,7.2494,-0.019289,0.023668,58.5407,-0.021529,0
2025-10-20,Monte dei Paschi,Bank,301.85,293.78,7.2761,-0.043659,-0.058757,59.3244,-0.00032,0
2025-10-21,Monte dei Paschi,Bank,303.8,290.62,7.293,0.024725,-0.068279,60.1841,-0.008465,0
2025-10-22,Monte dei Paschi,Bank,307.48,299.85,7.2665,0.029072,-0.026018,60.5384,-0.016935,1
2025-10-23,Monte dei Paschi,Bank,298.02,295.39,7.2168,0.029283,0.017986,60.7219,-0.003754,0
2025-10-24,Monte dei Paschi,Bank,297.0,287.9,7.2011,0.033483,0.072764,61.3668,0.006694,0
2025-10-27,Monte dei Paschi,Bank,291.63,280.24,7.2055,-0.046229,0.069881,62.4614,0.011017,0
2025-10-28,Monte dei Paschi,Bank,294.88,286.99,7.1713,0.021828,0.066857,62.2991,-0.009691,0
2025-10-29,Monte dei Paschi,Bank,287.95,296.98,7.1955,0.003558,0.040405,59.3002,-0.020684,0
2025-10-30,Monte dei Paschi,Bank,312.83,297.0,7.2474,-0.029853,-0.01937,57.674,-0.01059,0
2025-10-31,Monte dei Paschi,Bank,310.95,298.99,7.3082,-0.064281,-0.112134,58.546,0.002196,0
2025-11-03,Monte dei Paschi,Bank,322.65,302.51,7.2712,-0.068871,-0.133212,60.1691,-0.00484,0
2025-11-04,Monte dei Paschi,Bank,310.03,302.41,7.2669,-0.046449,-0.191129,60.3716,-0.007013,0
2025-11-05,Monte dei Paschi,Bank,301.99,298.91,7.3285,-0.019086,-0.209381,60.3913,0.004182,0
2025-11-06,Monte dei Paschi,Bank,296.91,293.27,7.3205,0.050274,-0.144081,62.2047,0.006184,0
2025-11-07,Monte dei Paschi,Bank,331.47,283.56,7.356,-0.076878,-0.155604,64.816,0.009946,0
2025-11-10,Monte dei Paschi,Bank,328.98,275.7,7.3197,-0.024239,-0.115129,64.4465,0.003327,0
2025-11-11,Monte dei Paschi,Bank,315.81,273.46,7.3331,0.016913,-0.056331,65.0671,-0.0066,0
2025-11-12,Monte dei Paschi,Bank,325.03,270.55,7.2712,0.04034,0.000839,66.7876,0.003726,0
2025-11-13,Monte dei Paschi,Bank,324.38,267.53,7.2713,-0.010122,-0.056714,66.7887,0.000124,0
2025-11-14,Monte dei Paschi,Bank,328.52,268.27,7.2574,-0.008216,0.013448,61.2503,0.01419,0
2025-11-17,Monte dei Paschi,Bank,328.76,268.26,7.2701,-0.015794,0.022219,58.5205,0.007041,0
2025-11-18,Monte dei Paschi,Bank,333.12,279.05,7.3221,-0.042078,-0.03708,59.1703,-0.01026,0
2025-11-19,Monte dei Paschi,Bank,335.77,296.47,7.2531,-0.029249,-0.10149,56.7789,0.017384,0
2025-11-20,Monte dei Paschi,Bank,340.12,288.15,7.2277,0.010826,-0.082477,57.1101,-0.003861,0
2025-11-21,Monte dei Paschi,Bank,346.0,288.38,7.2301,0.032745,-0.044582,56.2718,0.002186,1
2025-11-24,Monte dei Paschi,Bank,326.43,292.18,7.2602,0.001435,-0.027857,54.6146,-0.013405,0
2025-11-25,Monte dei Paschi,Bank,321.75,291.87,7.1868,0.01397,0.029023,53.5224,-0.013236,1
2025-11-26,Monte dei Paschi,Bank,331.34,284.53,7.1079,0.029454,0.09125,54.5774,0.001552,0
2025-11-27,Monte dei Paschi,Bank,325.72,279.43,7.072,0.029823,0.111758,55.5353,0.009309,0
2025-11-28,Monte dei Paschi,Bank,331.3,308.45,7.0797,-0.034464,0.039407,56.0093,0.01086,1
2025-12-01,Monte dei Paschi,Bank,326.16,298.57,7.1674,-0.045401,-0.009205,56.1088,-0.003617,0
2025-12-02,Monte dei Paschi,Bank,326.38,304.25,7.1627,-0.026097,-0.048356,55.6036,-0.006507,0
2025-12-03,Monte dei Paschi,Bank,321.65,305.03,7.1844,-0.037916,-0.110634,55.1118,0.00968,0
2025-12-04,Monte dei Paschi,Bank,320.52,289.62,7.1432,0.047928,-0.094998,56.478,-0.004589,0
2025-12-05,Monte dei Paschi,Bank,310.59,280.02,7.1722,-0.017963,-0.079532,55.0542,0.027136,0
2025-12-08,Monte dei Paschi,Bank,322.58,282.91,7.1686,-0.020525,-0.055545,54.1712,0.012856,0
2025-12-09,Monte dei Paschi,Bank,320.24,290.29,7.1024,-0.056981,-0.085495,54.8573,0.006296,1
2025-12-10,Monte dei Paschi,Bank,316.81,298.62,7.0949,0.005128,-0.04458,54.8995,-0.013401,0
2025-12-11,Monte dei Paschi,Bank,311.38,299.84,7.048,0.038251,-0.053403,56.5676,0.006867,0
2025-12-12,Monte dei Paschi,Bank,312.43,299.32,7.0332,-0.006966,-0.042803,54.3397,-0.006891,0
2025-12-15,Monte dei Paschi,Bank,314.71,351.96,7.08,-0.037695,-0.059582,52.1362,0.012892,0
2025-12-16,Monte dei Paschi,Bank,306.1,348.86,7.0926,-0.04459,-0.047226,52.0235,-0.013345,1
2025-12-17,Monte dei Paschi,Bank,309.59,352.6,7.089,-0.066783,-0.115391,54.5964,0.024188,0
2025-12-18,Monte dei Paschi,Bank,293.1,383.26,7.067,-0.012444,-0.158584,51.6759,0.01121,0
2025-12-19,Monte dei Paschi,Bank,298.6,363.78,7.1062,-0.02572,-0.174475,48.1846,-0.006537,1
2025-12-22,Monte dei Paschi,Bank,298.37,361.79,7.0856,0.000201,-0.141966,48.076,-0.006305,0
2025-12-23,Monte dei Paschi,Bank,309.91,351.89,7.0671,0.009226,-0.093635,47.7761,0.003124,0
2025-12-24,Monte dei Paschi,Bank,301.35,354.63,7.0745,0.001655,-0.027166,45.6214,-0.009879,0
2025-12-25,Monte dei Paschi,Bank,305.98,341.92,7.0543,-0.027319,-0.041819,45.8684,-0.000177,0
2025-12-26,Monte dei Paschi,Bank,298.82,362.45,7.0673,0.017855,0.001036,46.6058,-0.000288,0
2025-12-29,Monte dei Paschi,Bank,308.07,363.11,7.0146,0.010187,0.011031,46.9362,-0.008351,0
2025-12-30,Monte dei Paschi,Bank,306.66,353.63,7.0657,0.01755,0.01937,46.5281,0.01152,0
2025-12-31,Monte dei Paschi,Bank,306.05,342.11,7.0278,-0.011111,0.006378,46.0998,0.013449,0
2025-08-28,Germany,Sovereign,18.36,6.96,2.4046,-0.005397,,16.0,-0.01812,0
2025-08-29,Germany,Sovereign,15.19,9.37,2.2919,0.000721,,16.0,-0.01144,0
2025-09-01,Germany,Sovereign,13.79,12.15,2.3484,0.008216,,16.0,-0.003266,0
2025-09-02,Germany,Sovereign,19.66,14.77,2.2958,0.012377,,16.0,-0.000179,0
2025-09-03,Germany,Sovereign,18.67,13.91,2.2381,0.009834,,16.0,0.009532,0
2025-09-04,Germany,Sovereign,20.7,13.72,2.1749,-0.005056,0.02626,16.0,-0.008955,0
2025-09-05,Germany,Sovereign,18.99,12.3,2.1534,0.005001,0.03065,16.0,0.00079,0
2025-09-08,Germany,Sovereign,17.78,10.38,2.1396,0.009017,0.031469,16.0,0.001498,0
2025-09-09,Germany,Sovereign,12.98,12.1,2.1043,0.00121,0.020091,16.0,0.011644,0
2025-09-10,Germany,Sovereign,15.71,15.37,2.1203,-0.005722,0.004378,16.0,0.005665,0
2025-09-11,Germany,Sovereign,9.31,15.16,2.117,0.011752,0.021345,16.0,0.003591,0
2025-09-12,Germany,Sovereign,13.44,16.6,2.0973,0.003858,0.020183,16.0,-0.017262,0
2025-09-15,Germany,Sovereign,7.42,15.48,2.1149,-0.004951,0.00606,16.0,-0.010504,1
2025-09-16,Germany,Sovereign,10.19,16.28,2.109,0.000617,0.005464,16.0,-0.001746,0
2025-09-17,Germany,Sovereign,13.74,18.04,2.1265,0.001978,0.01325,16.0,-0.023961,0
2025-09-18,Germany,Sovereign,11.61,13.06,2.09,0.003898,0.005385,16.0,-0.000504,0
2025-09-19,Germany,Sovereign,11.52,14.29,2.1343,0.004481,0.006008,16.0,-0.009634,0
2025-09-22,Germany,Sovereign,5.74,15.15,2.1265,-0.001439,0.009559,16.0,-0.009372,0
2025-09-23,Germany,Sovereign,3.02,15.32,2.1172,0.000406,0.009347,16.0,0.011403,0
2025-09-24,Germany,Sovereign,1.0,13.96,2.1119,-0.001741,0.0056,16.0,0.001745,0
2025-09-25,Germany,Sovereign,4.19,11.62,2.1046,0.003134,0.004836,16.0,-0.00273,0
2025-09-26,Germany,Sovereign,6.33,11.49,2.0961,-0.017967,-0.01762,16.0,0.026306,0
2025-09-29,Germany,Sovereign,3.89,12.37,2.0314,0.003791,-0.012476,16.0,-0.0063,0
2025-09-30,Germany,Sovereign,2.09,11.9,1.9681,0.004215,-0.008716,16.0,0.006822,0
2025-10-01,Germany,Sovereign,3.38,10.44,1.9868,-0.005186,-0.012137,16.0,-0.005044,0
2025-10-02,Germany,Sovereign,1.0,7.95,1.995,0.005895,-0.009418,16.0,0.002806,0
2025-10-03,Germany,Sovereign,3.92,7.76,1.9242,0.030465,0.039435,16.0,0.017459,0
2025-10-06,Germany,Sovereign,6.49,7.11,1.9752,-0.007846,0.027385,16.0,-0.002488,0
2025-10-07,Germany,Sovereign,5.36,9.24,2.0393,0.015704,0.03914,16.0,0.00757,0
2025-10-08,Germany,Sovereign,4.93,9.23,2.039,-0.013085,0.030889,14.2412,-0.000268,0
2025-10-09,Germany,Sovereign,6.96,10.28,2.0663,0.009841,0.034932,14.2137,0.006041,0
2025-10-10,Germany,Sovereign,5.98,9.39,2.0559,0.021443,0.025871,15.1567,0.005973,0
2025-10-13,Germany,Sovereign,12.9,9.33,1.9024,0.012766,0.047184,15.3309,-0.005404,0
2025-10-14,Germany,Sovereign,10.45,8.17,1.874,0.017738,0.049281,15.6606,0.014226,0
2025-10-15,Germany,Sovereign,12.4,9.29,1.8425,-0.00956,0.053029,16.0044,-0.005066,0
2025-10-16,Germany,Sovereign,13.1,6.44,1.8525,0.022144,0.065859,16.6941,-0.011107,0
2025-10-17,Germany,Sovereign,14.68,7.26,1.8893,-0.004535,0.038751,16.8693,-0.004326,0
2025-10-20,Germany,Sovereign,21.1,4.37,1.8536,-0.031113,-0.006254,19.4882,0.00052,0
2025-10-21,Germany,Sovereign,23.81,5.98,1.8902,-0.009648,-0.032995,19.7875,0.016159,0
2025-10-22,Germany,Sovereign,20.33,2.66,1.8794,-0.001214,-0.024847,19.6803,-0.000406,0
2025-10-23,Germany,Sovereign,30.04,4.13,1.8631,-0.010345,-0.055842,19.7859,-0.018803,0
2025-10-24,Germany,Sovereign,26.06,9.38,1.8978,0.003743,-0.047991,19.7848,0.003941,0
2025-10-27,Germany,Sovereign,23.81,12.6,1.8902,-0.00057,-0.01798,19.7049,-0.022158,0
2025-10-28,Germany,Sovereign,22.63,14.29,1.9202,0.002028,-0.006402,19.703,0.005871,0
2025-10-29,Germany,Sovereign,20.5,13.05,1.8752,0.00411,-0.001105,19.7154,0.024599,0
2025-10-30,Germany,Sovereign,22.42,14.7,1.85,-0.015025,-0.005829,20.2693,-0.022084,0
2025-10-31,Germany,Sovereign,18.89,16.1,1.856,-0.010018,-0.019459,20.4853,-0.006336,0
2025-11-03,Germany,Sovereign,12.82,20.32,1.8514,0.017099,-0.002123,21.0046,0.003072,0
2025-11-04,Germany,Sovereign,18.71,20.31,1.8439,0.010708,0.006521,21.1754,0.014538,0
2025-11-05,Germany,Sovereign,16.93,19.8,1.8202,-0.018237,-0.01588,21.9011,-0.007836,0
2025-11-06,Germany,Sovereign,13.98,24.45,1.8299,-0.008277,-0.009138,22.0493,0.008639,0
2025-11-07,Germany,Sovereign,16.18,24.58,1.8255,-0.003843,-0.002957,21.4063,0.007382,0
2025-11-10,Germany,Sovereign,9.94,20.96,1.8978,0.016844,-0.003207,21.8621,0.000658,0
2025-11-11,Germany,Sovereign,15.04,19.3,1.9301,0.008242,-0.00564,21.9335,0.004614,0
2025-11-12,Germany,Sovereign,15.33,20.01,1.9714,0.004213,0.017098,21.8498,-0.009703,0
2025-11-13,Germany,Sovereign,11.11,18.58,2.02,0.000152,0.025742,21.8249,0.002602,0
